source name,characteristics[organism],characteristics[organism part],characteristics[strain/breed],characteristics[disease],characteristics[cell type],characteristics[treatment],characteristics[biological replicate],assay name,technology type,comment[technical replicate],comment[data file],comment[fraction identifier],comment[label],comment[instrument],comment[cleavage agent details],comment[fragment mass tolerance],comment[precursor mass tolerance],comment[reduction reagent],comment[alkylation reagent],comment[modification parameters],comment[modification parameters].1,comment[dissociation method],comment[collision energy],comment[file uri],Factor value[treatment],project_id,characteristics[growth stage],comment[cleavage agent details].1,comment[modification parameters].2,comment[modification parameters].3,Factor value[growth stage],characteristics[enrichment protocol],comment[compensation voltage],comment[tool metadata],characteristics[growth condition],characteristics[enrichment process],comment[label].1,comment[fractionation method],characteristics[isolate],Factor value[isolate],factor value[treatment],characteristics[plasmid],Factor value[plasmid],Factor value[strain/breed],Factor value[growth condition],characteristics[pathotype],characteristics[time],Factor value[time],Factor value[organism part],comment[fraction],comment[modification parameters].4,Factor value[fraction],Factor value[enrichment process],factor value[time],factor value[growth condition]
sample 9,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 9,Proteomic profiling by mass spectrometry,Not available,QX1_21_0078.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0078.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 10,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 10,Proteomic profiling by mass spectrometry,Not available,QX1_21_0080.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0080.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 11,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 11,Proteomic profiling by mass spectrometry,Not available,QX1_21_0082.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0082.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 12,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 12,Proteomic profiling by mass spectrometry,Not available,QX1_21_0084.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0084.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 13,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 13,Proteomic profiling by mass spectrometry,Not available,QX1_21_0086.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0086.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 14,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 14,Proteomic profiling by mass spectrometry,Not available,QX1_21_0088.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0088.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 15,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 15,Proteomic profiling by mass spectrometry,Not available,QX1_21_0090.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0090.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 16,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 16,Proteomic profiling by mass spectrometry,Not available,QX1_21_0092.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0092.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 17,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 17,Proteomic profiling by mass spectrometry,Not available,QX1_21_0094.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0094.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 18,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 18,Proteomic profiling by mass spectrometry,Not available,QX1_21_0096.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0096.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 19,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 19,Proteomic profiling by mass spectrometry,Not available,QX1_21_0098.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0098.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 20,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 20,Proteomic profiling by mass spectrometry,Not available,QX1_21_0100.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0100.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 21,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 21,Proteomic profiling by mass spectrometry,Not available,QX1_21_0102.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0102.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 22,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 22,Proteomic profiling by mass spectrometry,Not available,QX1_21_0104.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0104.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 23,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 23,Proteomic profiling by mass spectrometry,Not available,QX1_21_0106.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0106.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 24,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 24,Proteomic profiling by mass spectrometry,Not available,QX1_21_0108.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0108.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 25,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 25,Proteomic profiling by mass spectrometry,Not available,QX1_21_0110.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0110.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 26,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 26,Proteomic profiling by mass spectrometry,Not available,QX1_21_0112.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0112.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 27,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 27,Proteomic profiling by mass spectrometry,Not available,QX1_21_0114.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0114.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 28,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 28,Proteomic profiling by mass spectrometry,Not available,QX1_21_0116.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0116.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 29,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 29,Proteomic profiling by mass spectrometry,Not available,QX1_21_0118.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0118.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 30,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 30,Proteomic profiling by mass spectrometry,Not available,QX1_21_0120.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0120.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 31,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 31,Proteomic profiling by mass spectrometry,Not available,QX1_21_0122.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0122.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 32,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 32,Proteomic profiling by mass spectrometry,Not available,QX1_21_0124.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0124.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 33,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 33,Proteomic profiling by mass spectrometry,Not available,QX1_21_0126.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0126.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 34,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 34,Proteomic profiling by mass spectrometry,Not available,QX1_21_0128.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0128.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 35,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 35,Proteomic profiling by mass spectrometry,Not available,QX1_21_0130.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0130.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 36,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 36,Proteomic profiling by mass spectrometry,Not available,QX1_21_0132.raw,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/QX1_21_0132.raw,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 37,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 37,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.iso_0.apl,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_0.apl,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 38,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 38,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.iso_1.apl,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_1.apl,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 39,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 39,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.iso_10.apl,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_10.apl,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 40,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 40,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.iso_100.apl,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_100.apl,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 41,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 41,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.iso_101.apl,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_101.apl,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 42,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 42,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.iso_102.apl,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_102.apl,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 43,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 43,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.iso_103.apl,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_103.apl,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 44,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 44,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.iso_104.apl,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_104.apl,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 45,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 45,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.iso_105.apl,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_105.apl,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 46,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 46,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.iso_106.apl,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_106.apl,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 47,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 47,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.iso_107.apl,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_107.apl,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 48,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 48,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.iso_108.apl,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_108.apl,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 49,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 49,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.iso_109.apl,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_109.apl,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 50,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 50,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.iso_11.apl,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_11.apl,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
sample 51,Escherichia coli,Cell lysate,Not available,Not applicable,Prokaryotic cell,Not applicable,Not available,run 51,Proteomic profiling by mass spectrometry,Not available,allSpectra.HCD.FTMS.iso_110.apl,1,label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_110.apl,,PXD026423,,,,,,,,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
