,source name,characteristics[organism],characteristics[organism part],characteristics[culture type],characteristics[strain/breed],characteristics[disease],characteristics[cell type],characteristics[biological replicate],assay name,technology type,comment[technical replicate],comment[data file],comment[fraction identifier],comment[label],comment[instrument],comment[cleavage agent details],comment[reduction reagent],comment[alkylation reagent],comment[modification parameters],comment[modification parameters].1,comment[modification parameters].2,comment[dissociation method],comment[collision energy],comment[file uri],Factor value[culture type],pride_id,filename,characteristics[treatment],comment[fragment mass tolerance],comment[precursor mass tolerance],Factor value[treatment],characteristics[growth stage],comment[cleavage agent details].1,comment[modification parameters].3,Factor value[growth stage],characteristics[isolate],Factor value[isolate],characteristics[plasmid],Factor value[plasmid],characteristics[growth condition],Factor value[strain/breed],Factor value[growth condition],characteristics[pathotype],comment[fractionation method],Factor value[organism part],characteristics[enrichment process],Factor value[enrichment process]
8,E20_C1,Escherichia coli,Cell lysate,,Escherichia coli str. K-12,Not applicable,Prokaryotic cell,2,Run 9,Proteomic profiling by mass spectrometry,1,Andrew_Sue_Ecoli_E20_C1.raw,1,Label free sample,NT=Q Exactive HF,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4; TA=C,,,NT=HCD; AC=MS:1002481,28% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD019140/E20_C1.raw,,PXD019140,Andrew_Sue_Ecoli_E20_C1.raw,,,,,,,,,,,,,,,,,,,,
9,E21_C1,Escherichia coli,Cell lysate,,Escherichia coli str. K-12,Not applicable,Prokaryotic cell,3,Run 10,Proteomic profiling by mass spectrometry,1,Andrew_Sue_Ecoli_E21_C1.raw,1,Label free sample,NT=Q Exactive HF,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4; TA=C,,,NT=HCD; AC=MS:1002481,28% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD019140/E21_C1.raw,,PXD019140,Andrew_Sue_Ecoli_E21_C1.raw,,,,,,,,,,,,,,,,,,,,
10,E22_C1,Escherichia coli,Cell lysate,,Escherichia coli str. K-12,Not applicable,Prokaryotic cell,4,Run 11,Proteomic profiling by mass spectrometry,1,Andrew_Sue_Ecoli_E22_C1.raw,1,Label free sample,NT=Q Exactive HF,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4; TA=C,,,NT=HCD; AC=MS:1002481,28% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD019140/E22_C1.raw,,PXD019140,Andrew_Sue_Ecoli_E22_C1.raw,,,,,,,,,,,,,,,,,,,,
11,E23_C1,Escherichia coli,Cell lysate,,Escherichia coli str. K-12,Not applicable,Prokaryotic cell,5,Run 12,Proteomic profiling by mass spectrometry,1,Andrew_Sue_Ecoli_E23_C1.raw,1,Label free sample,NT=Q Exactive HF,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4; TA=C,,,NT=HCD; AC=MS:1002481,28% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD019140/E23_C1.raw,,PXD019140,Andrew_Sue_Ecoli_E23_C1.raw,,,,,,,,,,,,,,,,,,,,
12,E24_C1,Escherichia coli,Cell lysate,,Escherichia coli str. K-12,Not applicable,Prokaryotic cell,6,Run 13,Proteomic profiling by mass spectrometry,1,Andrew_Sue_Ecoli_E24_C1.raw,1,Label free sample,NT=Q Exactive HF,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4; TA=C,,,NT=HCD; AC=MS:1002481,28% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD019140/E24_C1.raw,,PXD019140,Andrew_Sue_Ecoli_E24_C1.raw,,,,,,,,,,,,,,,,,,,,
13,E2_C1_r,Escherichia coli,Cell lysate,,Escherichia coli str. K-12,Not applicable,Prokaryotic cell,Not available,Run 14,Proteomic profiling by mass spectrometry,Not available,Andrew_Sue_Ecoli_E2_C1_r.raw,Not available,Label free sample,NT=Q Exactive HF,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4; TA=C,,,NT=HCD; AC=MS:1002481,28% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD019140/E2_C1_r.raw,,PXD019140,Andrew_Sue_Ecoli_E2_C1_r.raw,,,,,,,,,,,,,,,,,,,,
14,E3_C1_r,Escherichia coli,Cell lysate,,Escherichia coli str. K-12,Not applicable,Prokaryotic cell,Not available,Run 15,Proteomic profiling by mass spectrometry,Not available,Andrew_Sue_Ecoli_E3_C1_r.raw,Not available,Label free sample,NT=Q Exactive HF,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4; TA=C,,,NT=HCD; AC=MS:1002481,28% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD019140/E3_C1_r.raw,,PXD019140,Andrew_Sue_Ecoli_E3_C1_r.raw,,,,,,,,,,,,,,,,,,,,
15,E4_C1,Escherichia coli,Cell lysate,,Escherichia coli str. K-12,Not applicable,Prokaryotic cell,Not available,Run 16,Proteomic profiling by mass spectrometry,Not available,Andrew_Sue_Ecoli_E4_C1.raw,Not available,Label free sample,NT=Q Exactive HF,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4; TA=C,,,NT=HCD; AC=MS:1002481,28% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD019140/E4_C1.raw,,PXD019140,Andrew_Sue_Ecoli_E4_C1.raw,,,,,,,,,,,,,,,,,,,,
16,E5_C1_r,Escherichia coli,Cell lysate,,Escherichia coli str. K-12,Not applicable,Prokaryotic cell,Not available,Run 17,Proteomic profiling by mass spectrometry,Not available,Andrew_Sue_Ecoli_E5_C1_r.raw,Not available,Label free sample,NT=Q Exactive HF,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4; TA=C,,,NT=HCD; AC=MS:1002481,28% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD019140/E5_C1_r.raw,,PXD019140,Andrew_Sue_Ecoli_E5_C1_r.raw,,,,,,,,,,,,,,,,,,,,
17,E6_C1,Escherichia coli,Cell lysate,,Escherichia coli str. K-12,Not applicable,Prokaryotic cell,Not available,Run 18,Proteomic profiling by mass spectrometry,Not available,Andrew_Sue_Ecoli_E6_C1.raw,Not available,Label free sample,NT=Q Exactive HF,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4; TA=C,,,NT=HCD; AC=MS:1002481,28% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD019140/E6_C1.raw,,PXD019140,Andrew_Sue_Ecoli_E6_C1.raw,,,,,,,,,,,,,,,,,,,,
18,E7_C1,Escherichia coli,Cell lysate,,Escherichia coli str. K-12,Not applicable,Prokaryotic cell,Not available,Run 19,Proteomic profiling by mass spectrometry,Not available,Andrew_Sue_Ecoli_E7_C1.raw,Not available,Label free sample,NT=Q Exactive HF,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4; TA=C,,,NT=HCD; AC=MS:1002481,28% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD019140/E7_C1.raw,,PXD019140,Andrew_Sue_Ecoli_E7_C1.raw,,,,,,,,,,,,,,,,,,,,
19,E8_C1,Escherichia coli,Cell lysate,,Escherichia coli str. K-12,Not applicable,Prokaryotic cell,Not available,Run 20,Proteomic profiling by mass spectrometry,Not available,Andrew_Sue_Ecoli_E8_C1.raw,Not available,Label free sample,NT=Q Exactive HF,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4; TA=C,,,NT=HCD; AC=MS:1002481,28% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD019140/E8_C1.raw,,PXD019140,Andrew_Sue_Ecoli_E8_C1.raw,,,,,,,,,,,,,,,,,,,,
20,E9_C1,Escherichia coli,Cell lysate,,Escherichia coli str. K-12,Not applicable,Prokaryotic cell,Not available,Run 21,Proteomic profiling by mass spectrometry,Not available,Andrew_Sue_Ecoli_E9_C1.raw,Not available,Label free sample,NT=Q Exactive HF,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4; TA=C,,,NT=HCD; AC=MS:1002481,28% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD019140/E9_C1.raw,,PXD019140,Andrew_Sue_Ecoli_E9_C1.raw,,,,,,,,,,,,,,,,,,,,
0,Sample 1,Escherichia coli,Cell lysate,,Escherichia coli DH5,Not applicable,Prokaryotic cell,1,Run 1,Proteomic profiling by mass spectrometry,1,QEx2_020296.raw,1,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,30% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD016669/QEx2_020296.raw,,PXD016669,QEx2_020296.raw,,0.025 Da,10 ppm,,,,,,,,,,,,,,,,,
1,Sample 2,Escherichia coli,Cell lysate,,Escherichia coli DH5,Not applicable,Prokaryotic cell,1,Run 2,Proteomic profiling by mass spectrometry,2,QEx2_020300.raw,1,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,30% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD016669/QEx2_020300.raw,,PXD016669,QEx2_020300.raw,,0.025 Da,10 ppm,,,,,,,,,,,,,,,,,
2,Sample 3,Escherichia coli,Cell lysate,,Escherichia coli DH5,Not applicable,Prokaryotic cell,1,Run 3,Proteomic profiling by mass spectrometry,3,QEx2_020322.raw,1,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,30% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD016669/QEx2_020322.raw,,PXD016669,QEx2_020322.raw,,0.025 Da,10 ppm,,,,,,,,,,,,,,,,,
3,Sample 4,Escherichia coli,Cell lysate,,Escherichia coli DH5,Not applicable,Prokaryotic cell,1,Run 4,Proteomic profiling by mass spectrometry,4,QEx2_020419.raw,1,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,30% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD016669/QEx2_020419.raw,,PXD016669,QEx2_020419.raw,,0.025 Da,10 ppm,,,,,,,,,,,,,,,,,
4,Sample 5,Escherichia coli,Cell lysate,,Escherichia coli DH5,Not applicable,Prokaryotic cell,1,Run 5,Proteomic profiling by mass spectrometry,5,QEx2_020427.raw,1,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,30% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD016669/QEx2_020427.raw,,PXD016669,QEx2_020427.raw,,0.025 Da,10 ppm,,,,,,,,,,,,,,,,,
5,Sample 6,Escherichia coli,Cell lysate,,Escherichia coli DH5,Not applicable,Prokaryotic cell,1,Run 6,Proteomic profiling by mass spectrometry,6,QEx2_020448.raw,1,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,30% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD016669/QEx2_020448.raw,,PXD016669,QEx2_020448.raw,,0.025 Da,10 ppm,,,,,,,,,,,,,,,,,
6,Sample 7,Escherichia coli,Cell lysate,,Escherichia coli DH5,Not applicable,Prokaryotic cell,1,Run 7,Proteomic profiling by mass spectrometry,7,QEx2_020460.raw,1,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,30% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD016669/QEx2_020460.raw,,PXD016669,QEx2_020460.raw,,0.025 Da,10 ppm,,,,,,,,,,,,,,,,,
7,Sample 8,Escherichia coli,Cell lysate,,Escherichia coli DH5,Not applicable,Prokaryotic cell,1,Run 8,Proteomic profiling by mass spectrometry,8,QEx2_020461.raw,1,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,30% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD016669/QEx2_020461.raw,,PXD016669,QEx2_020461.raw,,0.025 Da,10 ppm,,,,,,,,,,,,,,,,,
8,Sample 9,Escherichia coli,Cell lysate,,Escherichia coli DH5,Not applicable,Prokaryotic cell,1,Run 9,Proteomic profiling by mass spectrometry,9,QEx2_020481.raw,1,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,30% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD016669/QEx2_020481.raw,,PXD016669,QEx2_020481.raw,,0.025 Da,10 ppm,,,,,,,,,,,,,,,,,
9,Sample 10,Escherichia coli,Cell lysate,,Escherichia coli DH5,Not applicable,Prokaryotic cell,1,Run 10,Proteomic profiling by mass spectrometry,10,QEx2_020482.raw,1,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,30% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD016669/QEx2_020482.raw,,PXD016669,QEx2_020482.raw,,0.025 Da,10 ppm,,,,,,,,,,,,,,,,,
10,Sample 11,Escherichia coli,Cell lysate,,Escherichia coli DH5,Not applicable,Prokaryotic cell,1,Run 11,Proteomic profiling by mass spectrometry,11,VELOS38388.raw,1,Label free sample,NT=LTQ Orbitrap Velos Pro,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=CID; AC=MS:1000133,35% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD016669/VELOS38388.raw,,PXD016669,VELOS38388.raw,,0.6 Da,1 Da,,,,,,,,,,,,,,,,,
11,Sample 12,Escherichia coli,Cell lysate,,Escherichia coli DH5,Not applicable,Prokaryotic cell,1,Run 12,Proteomic profiling by mass spectrometry,12,VELOS38389.raw,1,Label free sample,NT=LTQ Orbitrap Velos Pro,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=CID; AC=MS:1000133,35% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD016669/VELOS38389.raw,,PXD016669,VELOS38389.raw,,0.6 Da,1 Da,,,,,,,,,,,,,,,,,
12,Sample 13,Escherichia coli,Cell lysate,,Escherichia coli DH5,Not applicable,Prokaryotic cell,1,Run 13,Proteomic profiling by mass spectrometry,13,VELOS38393.raw,1,Label free sample,NT=LTQ Orbitrap Velos Pro,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=CID; AC=MS:1000133,35% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD016669/VELOS38393.raw,,PXD016669,VELOS38393.raw,,0.6 Da,1 Da,,,,,,,,,,,,,,,,,
13,Sample 14,Escherichia coli,Cell lysate,,Escherichia coli DH5,Not applicable,Prokaryotic cell,1,Run 14,Proteomic profiling by mass spectrometry,14,VELOS38402.raw,1,Label free sample,NT=LTQ Orbitrap Velos Pro,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=CID; AC=MS:1000133,35% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD016669/VELOS38402.raw,,PXD016669,VELOS38402.raw,,0.6 Da,1 Da,,,,,,,,,,,,,,,,,
14,Sample 15,Escherichia coli,Cell lysate,,Escherichia coli DH5,Not applicable,Prokaryotic cell,1,Run 15,Proteomic profiling by mass spectrometry,15,VELOS38405.raw,1,Label free sample,NT=LTQ Orbitrap Velos Pro,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=CID; AC=MS:1000133,35% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD016669/VELOS38405.raw,,PXD016669,VELOS38405.raw,,0.6 Da,1 Da,,,,,,,,,,,,,,,,,
15,Sample 16,Escherichia coli,Cell lysate,,Escherichia coli DH5,Not applicable,Prokaryotic cell,1,Run 16,Proteomic profiling by mass spectrometry,16,VELOS38407.raw,1,Label free sample,NT=LTQ Orbitrap Velos Pro,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=CID; AC=MS:1000133,35% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD016669/VELOS38407.raw,,PXD016669,VELOS38407.raw,,0.6 Da,1 Da,,,,,,,,,,,,,,,,,
16,Sample 17,Escherichia coli,Cell lysate,,Escherichia coli DH5,Not applicable,Prokaryotic cell,1,Run 17,Proteomic profiling by mass spectrometry,17,VELOS38408.raw,1,Label free sample,NT=LTQ Orbitrap Velos Pro,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=CID; AC=MS:1000133,35% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD016669/VELOS38408.raw,,PXD016669,VELOS38408.raw,,0.6 Da,1 Da,,,,,,,,,,,,,,,,,
17,Sample 18,Escherichia coli,Cell lysate,,Escherichia coli DH5,Not applicable,Prokaryotic cell,1,Run 18,Proteomic profiling by mass spectrometry,18,VELOS38419.raw,1,Label free sample,NT=LTQ Orbitrap Velos Pro,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=CID; AC=MS:1000133,35% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD016669/VELOS38419.raw,,PXD016669,VELOS38419.raw,,0.6 Da,1 Da,,,,,,,,,,,,,,,,,
18,Sample 19,Escherichia coli,Cell lysate,,Escherichia coli DH5,Not applicable,Prokaryotic cell,1,Run 19,Proteomic profiling by mass spectrometry,19,VELOS38425.raw,1,Label free sample,NT=LTQ Orbitrap Velos Pro,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=CID; AC=MS:1000133,35% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD016669/VELOS38425.raw,,PXD016669,VELOS38425.raw,,0.6 Da,1 Da,,,,,,,,,,,,,,,,,
19,Sample 20,Escherichia coli,Cell lysate,,Escherichia coli DH5,Not applicable,Prokaryotic cell,1,Run 20,Proteomic profiling by mass spectrometry,20,VELOS38427.raw,1,Label free sample,NT=LTQ Orbitrap Velos Pro,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=CID; AC=MS:1000133,35% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/12/PXD016669/VELOS38427.raw,,PXD016669,VELOS38427.raw,,0.6 Da,1 Da,,,,,,,,,,,,,,,,,
0,Top Down 1,Escherichia coli,Cell lysate,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,1,Run 1,Proteomic profiling by mass spectrometry,1,20170105_L_MaD_ColC4_Ecoli20161108-01_01.raw,1,Label free sample,NT=Orbitrap Fusion Lumos,Not applicable,Not applicable,Not applicable,Not applicable,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD017618/20170105_L_MaD_ColC4_Ecoli20161108-01_01.raw,,PXD017618,20170105_L_MaD_ColC4_Ecoli20161108-01_01.raw,,5 ppm,2 Da,,,Not applicable,,,,,,,,,,,,,,
1,Top Down 2,Escherichia coli,Cell lysate,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,1,Run 2,Proteomic profiling by mass spectrometry,2,20170105_L_MaD_ColC4_Ecoli20161108-02_01.raw,1,Label free sample,NT=Orbitrap Fusion Lumos,Not applicable,Not applicable,Not applicable,Not applicable,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD017618/20170105_L_MaD_ColC4_Ecoli20161108-02_01.raw,,PXD017618,20170105_L_MaD_ColC4_Ecoli20161108-02_01.raw,,5 ppm,2 Da,,,Not applicable,,,,,,,,,,,,,,
2,Top Down 3,Escherichia coli,Cell lysate,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,1,Run 3,Proteomic profiling by mass spectrometry,3,20170105_L_MaD_ColC4_Ecoli20161108-03_01.raw,1,Label free sample,NT=Orbitrap Fusion Lumos,Not applicable,Not applicable,Not applicable,Not applicable,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD017618/20170105_L_MaD_ColC4_Ecoli20161108-03_01.raw,,PXD017618,20170105_L_MaD_ColC4_Ecoli20161108-03_01.raw,,5 ppm,2 Da,,,Not applicable,,,,,,,,,,,,,,
3,Bottom up 1,Escherichia coli,Cell lysate,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,1,Run 4,Proteomic profiling by mass spectrometry,1,20161222_Q1_MD_colQ1-33_Ecoli_Mat_B1bis.raw,1,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD017618/20161222_Q1_MD_colQ1-33_Ecoli_Mat_B1bis.raw,,PXD017618,20161222_Q1_MD_colQ1-33_Ecoli_Mat_B1bis.raw,,10 ppm,6 ppm,,,NT=LysC; AC=1001309,,,,,,,,,,,,,,
4,Bottom up 2,Escherichia coli,Cell lysate,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,1,Run 5,Proteomic profiling by mass spectrometry,2,20161222_Q1_MD_colQ1-33_Ecoli_Mat_B2.raw,1,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/11/PXD017618/20161222_Q1_MD_colQ1-33_Ecoli_Mat_B2.raw,,PXD017618,20161222_Q1_MD_colQ1-33_Ecoli_Mat_B2.raw,,10 ppm,6 ppm,,,NT=LysC; AC=1001309,,,,,,,,,,,,,,
